link,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Sleeve length,Jacket length,Top part material,Filling,Insert material,,,,,,,,,,,,,,,,,,,,,,,,
https://www.zalando.co.uk/lauren-ralph-lauren-occasion-wear-mascarpone-cream-l4221c1cs-a11.html,Lauren Ralph Lauren,OFF THE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£219.99,lighthouse navy,--,--,Jersey,--,"89% polyester, 11% elastane","94% polyester, 6% elastane","Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Off-the-shoulder,Plain,"Bust darts, slip",L4221C1CS-A11,Long,Extra short,"57.5 "" (Size 10)",Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-snowdrop-gown-occasion-wear-pearl-rosechalk-nt521c0fb-a11.html,Needle & Thread,SNOWDROP GOWN , Occasion wear,Occasion dresses,Â£644.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry clean only,Standing collar,--,--,Button,--,--,"Belt included, slip, sequins, border",NT521C0FB-A11,Long,"23.5 "" (Size 8)","56.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-long-halterneck-lace-dress-occasion-wear-ivory-rm021c01o-a11.html,Rosemunde,LONG HALTERNECK LACE DRESS , Occasion wear,Occasion dresses,Â£199.99,ivory,--,--,Lace,--,"50% cotton, 48% polyamide, 2% elastane",100% viscose,--,--,--,--,Button,Backless,Plain,--,RM021C01O-A11,Extra long,Sleeveless,"78.5 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/the-kooples-robe-occasion-wear-black-tha21c0b4-q11.html,The Kooples,ROBE , Occasion wear,Occasion dresses,Â£314.99,video overlay,--,--,Chiffon,--,"55% polyester, 45% metal",100% viscose,Hand wash only,--,--,--,Button,Cache-coeur,Marl,Slip,THA21C0B4-Q11,Long,Elbow length,"53.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-cayden-sleeveless-gown-occasion-wear-lighthouse-navy-l4221c1a6-k11.html,Lauren Ralph Lauren,CAYDEN SLEEVELESS GOWN , Occasion wear,Occasion dresses,Â£244.99,lighthouse navy,--,--,--,--,100% polyester,100% polyester,"Hand wash only, Dry cleanable",--,--,--,Zip,Backless,Plain,"Slip, rhinestones",L4221C1A6-K11,Long,Sleeveless,"57.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-halter-gown-occasion-wear-ivory-ad421c0eq-a11.html,Adrianna Papell,HALTER GOWN , Occasion wear,Occasion dresses,Â£244.99,ivory,--,--,Chiffon,--,"88% polyester, 12% elastane",100% polyester,Dry clean only,Standing collar,--,--,Hook fasteningÂ ,Backless,Plain,"Zip fastening, slip, rhinestones",AD421C0EQ-A11,Long,Sleeveless,"62.0 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-aucubaberry-occasion-wear-navy-blue-iv321c09r-k11.html,IVY & OAK,AUCUBABERRY , Occasion wear,Occasion dresses,Â£359.99,navy blue,--,--,Satin,--,100% viscose,100% polyester,Dry clean only,--,--,--,Zip,Crew neck,Plain,--,IV321C09R-K11,Long,"23.5 "" (Size 8)","53.5 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-waltzing-blooms-ruffle-gown-occasion-wear-moonshine-nt521c0g5-j11.html,Needle & Thread,WALTZING BLOOMS RUFFLE GOWN , Occasion wear,Occasion dresses,Â£359.99,video overlay,--,--,Tulle,--,100% nylon,100% polyester,Dry cleanable,--,--,--,Zip,Low-cut v-neck,Floral,Slip,NT521C0G5-J11,Long,Short,"58.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-mariella-maxi-occasion-wear-bridal-white-ls721c0gh-a11.html,Lace & Beads,MARIELLA MAXI , Occasion wear,Occasion dresses,Â£104.99,bridal white,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,--,Plain,"Slip, sequins, rhinestones, border",LS721C0GH-A11,Long,Spaghetti straps,"61.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/sistaglam-curve-amianne-occasion-wear-navy-s4h21c009-k11.html,Sistaglam Curve,AMIANNE , Jersey dress,Occasion dresses,Â£109.99,navy,--,--,"Jersey, Lace",--,"95% polyester, 5% elastane",100% polyester,"Machine wash at 40Â°C, do not tumble dry",--,--,--,Zip,Low-cut v-neck,Plain,--,S4H21C009-K11,Long,Short,"62.0 "" (Size 16)",Slim Fit,--,--,--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/adrianna-papell-floral-gown-occasion-wear-ice-blue-multi-ad421c0ey-k11.html,Adrianna Papell,FLORAL GOWN , Occasion wear,Occasion dresses,Â£254.99,ice blue multi,--,--,--,--,"90% polyester, 5% metal, 5% elastane",100% polyester,Dry clean only,--,--,--,Zip,Off-the-shoulder,Floral,Slip,AD421C0EY-K11,Long,Short,"58.0 "" (Size 8)",Slim Fit,"Our model is 5' 9""  tall and is wearing size 8","13.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-amalie-short-sleeve-bodice-round-neck-midi-gown-occasion-wear-champagne-nt521c0g9-a11.html,Needle & Thread,AMALIE SHORT SLEEVE BODICE ROUND NECK MIDI GOWN , Occasion wear,Occasion dresses,Â£259.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry cleanable,--,--,--,Zip,Crew neck,Plain,"Slip, sequins, border",NT521C0G9-A11,Long,Short,"56.5 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/rosemunde-lace-strap-weddingdress-occasion-wear-ivory-rm021c01u-a11.html,Rosemunde,LACE STRAP WEDDINGDRESS , Occasion wear,Occasion dresses,Â£164.99,ivory,--,--,Lace,--,"92% polyamide, 8% elastane","95% polyester, 5% elastane",--,--,--,--,--,Backless,Plain,"Adjustable straps, slip",RM021C01U-A11,Long,Spaghetti straps,"73.0 "" (Size S)",Slim Fit,"Our model is 5' 10""  tall and is wearing size S","15.5 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-sidone-midi-occasion-wear-navy-ls721c0gm-k11.html,Lace & Beads,SIDONE MIDI , Occasion wear,Occasion dresses,Â£64.99,navy,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Cache-coeur,Plain,"Underskirt, border",LS721C0GM-K11,Calf-length,"19.0 "" (Size 8)","49.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,100% polyester,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/swing-dress-occasion-wear-ivory-sg721c0lt-a11.html,Swing,DRESS , Occasion wear,Occasion dresses,Â£164.99,ivory,100% polyester,--,Satin,--,"95% polyester, 5% elastane","97% polyester, 3% elastane",--,--,--,--,Zip,Backless,Plain,"Belt included, slip, bow",SG721C0LT-A11,Long,Short,"60.0 "" (Size 10)",Regular Fit,--,"13.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-rosie-long-sleeve-v-neck-bodice-ankle-gown-occasion-wear-champagne-nt521c0fo-a11.html,Needle & Thread,ROSIE LONG SLEEVE V NECK BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£274.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry cleanable,--,--,--,Zip,Low-cut v-neck,Floral,"Slip, border, embroidery",NT521C0FO-A11,Long,"23.5 "" (Size 8)","53.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-clarity-occasion-wear-nude-ls721c0gu-b11.html,Lace & Beads,CLARITY  , Occasion wear,Occasion dresses,Â£74.99,nude,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Crew neck,Plain,Slip,LS721C0GU-B11,Long,Spaghetti straps,"58.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-bridal-divinia-occasion-wear-snow-white-iv521c02n-a11.html,IVY & OAK BRIDAL,DIVINIA , Occasion wear,Occasion dresses,Â£374.99,snow white,--,--,--,--,"74% viscose, 18% polyamide, 8% polyester",100% viscose,"Do not tumble dry, Do not wash",--,--,--,Zip,--,--,"Button row, bust darts, slip",IV521C02N-A11,Long,"26.0 "" (Size 8)","57.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-occasion-wear-navycream-l4221c1d4-k11.html,Lauren Ralph Lauren,STRIPED CHIFFON GOWN , Occasion wear,Occasion dresses,Â£244.99,navy/cream,--,--,Chiffon,--,100% polyester,100% polyester,"Machine wash at 30Â°C, Machine wash on gentle cycle",--,--,--,Zip,Cache-coeur,Striped,Slip,L4221C1D4-K11,Long,Short,"56.5 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10","15.0 "" (Size 10)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-maternity-v-neck-short-sleeve-delicate-sequin-maxi-dress-occasion-wear-taupe-blush-m5e29f00s-j11.html,Maya Deluxe Maternity,V NECK SHORT SLEEVE DELICATE SEQUIN MAXI DRESS , Maxi dress,Occasion dresses,Â£84.99,taupe blush,--,--,Tulle,--,100% polyester,100% polyester,Hand wash only,--,--,--,Zip,Low-cut v-neck,--,"Bust darts, slip, sequins",M5E29F00S-J11,Long,Short,"59.0 "" (Size 8)",Regular Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-makushka-occasion-wear-bridal-white-ls721c0gf-a11.html,Lace & Beads,MAKUSHKA , Occasion wear,Occasion dresses,Â£129.99,bridal white,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Zip,--,Plain,"Bust darts, slip, sequins",LS721C0GF-A11,Long,Sleeveless,"58.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lace-and-beads-makushka-occasion-wear-bridal-white-ls721c0gf-a11.html,Lace & Beads,MAKUSHKA , Occasion wear,Occasion dresses,Â£129.99,lilac,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",Standing collar,--,--,Zip,--,Plain,"Bust darts, slip, sequins",LS721C0GF-A11,Long,Sleeveless,"58.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/milly-venice-maxi-dress-occasion-wear-black-m1221c04l-q11.html,Milly,VENICE MAXI DRESS , Occasion wear,Occasion dresses,Â£409.99,video overlay,--,--,Chiffon,Semi-sheer,100% polyester,"97% polyester, 3% elastane",Dry clean only,Standing collar,--,--,Zip,Backless,Polka dot,"Sequins, wired bustier, slip",M1221C04L-Q11,Long,Sleeveless,"42.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-sleeveless-column-embellished-occasion-wear-burnt-amber-m2z21c09d-h11.html,Maya Deluxe,SLEEVELESS COLUMN EMBELLISHED  , Occasion wear,Occasion dresses,Â£144.99,burnt amber,--,--,"Jersey, tulle",--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,Low-cut v-neck,Marl,"Bust darts, sequins",M2Z21C09D-H11,Long,Sleeveless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-emma-occasion-wear-orchid-bloom-j3121c080-i11.html,Jarlo,EMMA , Occasion wear,Occasion dresses,Â£159.99,orchid bloom,--,--,--,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,Slip,J3121C080-I11,Long,"Sleeveless, spaghetti straps","54.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/jarlo-emma-occasion-wear-orchid-bloom-j3121c080-i11.html,Jarlo,EMMA , Occasion wear,Occasion dresses,Â£159.99,green,--,--,--,--,100% polyester,"98% polyester, 2% elastane","Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,Slip,J3121C080-I11,Long,"Sleeveless, spaghetti straps","54.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-bandeau-wrap-skirt-embellished-dress-occasion-wear-peach-m2z21c099-j11.html,Maya Deluxe,BANDEAU WRAP SKIRT EMBELLISHED DRESS , Occasion wear,Occasion dresses,Â£144.99,peach,--,--,"Jersey, tulle",--,100% polyester,100% polyester,"Do not tumble dry, Hand wash only",--,--,--,Zip,--,--,Sequins,M2Z21C099-J11,Long,Strapless,--,Slim Fit,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/david-koma-occasion-wear-blackblack-d0t21c00z-q11.html,David Koma,Occasion wear,,Occasion dresses,"Â£1,595.00",video overlay,--,--,Lace,--,"52% acetate, 45% viscose, 3% elastane","96% acetate, 4% lyocell",Dry clean only,--,Asymmetrical,--,Zip,Low-cut v-neck,Plain,Slip,D0T21C00Z-Q11,Calf-length,Spaghetti straps,"54.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,"98% cotton, 2% viscose",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-florentina-short-sleeve-bodice-ankle-gown-occasion-wear-petal-pink-nt521c0fi-j11.html,Needle & Thread,FLORENTINA SHORT SLEEVE BODICE ANKLE GOWN , Occasion wear,Occasion dresses,Â£249.99,video overlay,--,--,Tulle,--,100% polyester,100% polyester,Dry cleanable,--,--,--,Zip,Low-cut v-neck,Floral,"Slip, border, embroidery",NT521C0FI-J11,Long,Short,"58.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,100% viscose,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-keyhole-detail-v-neck-midi-occasion-wear-tomato-v0921c02q-g11.html,Victoria Beckham,KEYHOLE DETAIL V NECK MIDI , Occasion wear,Occasion dresses,Â£870.00,video overlay,--,--,--,--,100% viscose,--,Dry clean only,--,--,--,Zip,Low-cut v-neck,Plain,Bust darts,V0921C02Q-G11,Long,Elbow length,"53.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-bridal-manna-cocktail-dress-party-dress-snow-white-iv521c02q-a11.html,IVY & OAK BRIDAL,MANNA , Occasion wear,Occasion dresses,Â£279.99,snow white,--,--,--,--,"99% viscose, 1% elastane",100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Boat neck,Plain,Slip,IV521C02Q-A11,Long,"23.5 "" (Size 8)","59.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","12.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/ivy-and-oak-bridal-girasole-occasion-wear-snow-white-iv521c029-a11.html,IVY & OAK BRIDAL,GIRASOLE , Occasion wear,Occasion dresses,Â£329.99,snow white,--,--,Lace,--,100% polyester,"65% cotton, 32% polyamide, 3% elastane",Dry clean only,--,--,--,Zip,Square neck,Plain,Slip,IV521C029-A11,Long,Sleeveless,--,Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/twinset-woven-dress-occasion-wear-neve-tw321c07m-a11.html,TWINSET,WOVEN DRESS , Occasion wear,Occasion dresses,Â£179.99,neve,--,--,Lace,Semi-sheer,"42% polyamide, 36% cotton, 22% viscose",100% polyester,Hand wash only,--,--,--,Button,Backless,Plain,"Zip fastening, slip",TW321C07M-A11,Short,Short,"33.5 "" (Size 8)",Regular Fit,--,"14.0 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/maya-deluxe-one-shoulder-tiered-embellished-dress-occasion-wear-navy-m2z21c094-k11.html,Maya Deluxe,ONE SHOULDER TIERED EMBELLISHED DRESS , Occasion wear,Occasion dresses,Â£224.99,navy,--,--,Tulle,--,100% polyester,100% polyester,"Do not tumble dry, Do not wash",--,--,--,Zip,Backless,Plain,"Slip, sequins",M2Z21C094-K11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/cinq-a-sept-robbie-dress-occasion-wear-morning-fog-multi-cig21c00x-i11.html,Cinq Ã  Sept,ROBBIE DRESS , Occasion wear,Occasion dresses,Â£470.00,video overlay,--,--,Chiffon,--,100% polyester,100% polyester,Dry clean only,--,--,--,Zip,Low-cut v-neck,Floral,"Slip, bow, border",CIG21C00X-I11,Long,Extra short,"57.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/needle-and-thread-waltzing-blooms-smocked-ankle-gown-occasion-wear-moonshine-nt521c0fg-j11.html,Needle & Thread,WALTZING BLOOMS SMOCKED ANKLE GOWN , Occasion wear,Occasion dresses,Â£374.99,moonshine,--,--,--,--,100% cotton,100% cotton,Dry cleanable,--,--,--,--,Backless,Floral,Slip,NT521C0FG-J11,Long,Elbow length,"54.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-one-shoulder-gown-jersey-dress-hyannis-port-orange-l4221c0wp-h11.html,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£174.99,hyannis port orange,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,--,Backless,Plain,"Bust darts, slip",L4221C0WP-H11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-one-shoulder-gown-jersey-dress-hyannis-port-orange-l4221c0wp-h11.html,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£174.99,african flower,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,--,Backless,Plain,"Bust darts, slip",L4221C0WP-H11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-one-shoulder-gown-jersey-dress-hyannis-port-orange-l4221c0wp-h11.html,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£174.99,black,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,--,Backless,Plain,"Bust darts, slip",L4221C0WP-H11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-one-shoulder-gown-jersey-dress-hyannis-port-orange-l4221c0wp-h11.html,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£174.99,cream,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,--,Backless,Plain,"Bust darts, slip",L4221C0WP-H11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/lauren-ralph-lauren-one-shoulder-gown-jersey-dress-hyannis-port-orange-l4221c0wp-h11.html,Lauren Ralph Lauren,ONE SHOULDER GOWN , Occasion wear,Occasion dresses,Â£174.99,lighthouse navy,--,--,Jersey,--,"95% polyester, 5% elastane","95% polyester, 5% elastane",Hand wash only,--,Asymmetrical,--,--,Backless,Plain,"Bust darts, slip",L4221C0WP-H11,Long,"Strapless, sleeveless","59.0 "" (Size 8)",Bodycon,"Our model is 5' 9""  tall and is wearing size 8",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-cami-floorlength-occasion-wear-emerald-green-v0921c02b-m11.html,Victoria Beckham,CAMI FLOORLENGTH , Occasion wear,Occasion dresses,Â£870.00,video overlay,--,--,Satin,--,"71% acetate, 29% viscose",--,Dry clean only,--,--,--,--,Backless,Plain,--,V0921C02B-M11,Long,Spaghetti straps,"65.0 "" (Size 4)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 4","12.5 "" (Size 4)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-cami-floorlength-occasion-wear-emerald-green-v0921c02b-m11.html,Victoria Beckham,CAMI FLOORLENGTH , Occasion wear,Occasion dresses,Â£870.00,emerald green,--,--,Satin,--,"71% acetate, 29% viscose",--,Dry clean only,--,--,--,--,Backless,Plain,--,V0921C02B-M11,Long,Spaghetti straps,"65.0 "" (Size 4)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 4","12.5 "" (Size 4)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/victoria-beckham-cami-floorlength-occasion-wear-emerald-green-v0921c02b-m11.html,Victoria Beckham,CAMI FLOORLENGTH , Occasion wear,Occasion dresses,Â£870.00,black,--,--,Satin,--,"71% acetate, 29% viscose",--,Dry clean only,--,--,--,--,Backless,Plain,--,V0921C02B-M11,Long,Spaghetti straps,"65.0 "" (Size 4)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 4","12.5 "" (Size 4)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
https://www.zalando.co.uk/han-kjoebenhavn-twisted-long-dress-occasion-wear-black-hk021c00r-q11.html,Han KjÃ¸benhavn,TWISTED LONG DRESS , Occasion wear,Occasion dresses,Â£219.99,video overlay,--,--,Satin,--,100% viscose,--,--,Standing collar,--,--,Zip,Backless,Plain,Bust darts,HK021C00R-Q11,Long,Sleeveless,"56.5 "" (Size S)",Bodycon,"Our model is 5' 10""  tall and is wearing size S","14.0 "" (Size S)",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
