,Random order,Original order,heading1,description,day dress,category,price,color,Bottom part material,Contains non-textile parts of animal origin,Fabric,Sheer,Outer fabric material,Lining,Care instructions,Collar,Cut,Pockets,Fastening,Neckline,Pattern,Details,Article number,Length,Sleeve length,Total length,Fit,Our model's height,Back width,Jacket length,Top part material,Filling,Insert material,Sleeves material,Back material,Middle part material,Outer leg length,Licensed characters,Sport
1068,0.008792334,7305,Iro,LETONA , Cocktail dress / Party dress,Cocktail Dresses,404.99,black,,,,,100% viscose,100% viscose,Dry clean only,,,,Zip,Cache-coeur,Animal print,Slip,IR221C04K-Q11,Short,"21.5 "" (Size 10)","36.5 "" (Size 10)",Regular Fit,,"15.0 "" (Size 10)",,,,,,,,,,
1069,0.77911031,3371,Superdry,VINTAGE CROSSING LINES , Day dress,summer-dresses,54.99,black,,,Sweat,,100% cotton,,"Do not bleach, do not tumble dry",,,,,Crew neck,Print,,SU221C0QN-Q11,Short,Long,,Regular Fit,,,,,,,,,,,,
1070,0.395069412,5842,Missguided,PUFF RUFFLE HEM TEA DRESS LEOPARD , Day dress,summer-dresses,23.99,black/green,,,Satin,,100% polyester,,Machine wash at 30°C,,,,,Cache-coeur,Animal print,"Belt included, bust darts",M0Q21C1X5-Q11,Extra short,"27.0 "" (Size 8)","33.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.0 "" (Size 8)",,,,,,,,,,
1071,0.617425624,2552,Moss Copenhagen,HEDDA RIKKELIE DRESS , Day dress,summer-dresses,53.99,purple,,,,,100% polyester,"65% polyester, 35% viscose",,,,,Button,Crew neck,Print,Slip,M0Y21C08N-K11,Calf-length,"23.5 "" (Size S)","48.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","17.5 "" (Size S)",,,,,,,,,,
1072,0.362190034,2291,Vero Moda Tall,VMSATTI DRESS , Day dress,summer-dresses,26.34,navy,,,,,100% polyester,,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,Button,Crew neck,Floral,"Elasticated waist, bust darts",VEB21C0BO-K11,Knee-length,"24.0 "" (Size S)","39.0 "" (Size S)",Regular Fit,,"12.5 "" (Size S)",,,,,,,,,,
1073,0.142954988,2834,Vero Moda,VMMUSTHAVE BOHO 3/4 TUNIC  , Day dress,summer-dresses,23.99,black,,,,,100% cotton,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Plain,"Bust darts, tassels, bow",VE121C28T-Q11,Short,"19.5 "" (Size S)","34.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",,,,,,,,,,
1074,0.5316572279999999,5743,Vero Moda,VMINES DICTHE , Day dress,summer-dresses,23.24,white multi-coloured,,,,,100% polyester,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Floral,,VE121C2OL-B11,Knee-length,"17.5 "" (Size S)","34.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","15.0 "" (Size S)",,,,,,,,,,
1075,0.676731229,530,Monki,Day dress,,summer-dresses,31.0,pastel green,,,Jersey,,"76% cotton, 24% polyester",,"Machine wash at 40°C, do not tumble dry",Standing collar,,,,,Print,Elasticated waist,MOQ21C0BX-M11,Thigh-length,"25.0 "" (Size S)","41.5 "" (Size S)",Regular Fit,,,,,,,,,,,,
1076,0.40993703299999995,4338,Alice + Olivia,HALLIE DRESS , Day dress,summer-dresses,400.0,black/red,,,Flannel,,"69% polyester, 29% viscose, 2% elastane",,Dry cleaning,Turn-down collar,,,Button,,Checked,,A2N21C00H-T11,Knee-length,"25.5 "" (Size S)","38.0 "" (Size S)",Regular Fit,,"19.5 "" (Size S)",,,,,,,,,,
1077,0.576815644,3667,esmÃ© studios,AUGUSTA DRESS , Day dress,summer-dresses,99.99,navy,,,Sweat,,"80% cotton, 20% polyester",,Machine wash at 40°C,,,,,Crew neck,Marl,,ESJ21C00Y-K11,Short,"24.0 "" (Size S)","34.5 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,
1078,0.34679096,1322,Saint Tropez,KORNELIA DRESS , Day dress,summer-dresses,49.99,blue,,,,,100% viscose,,,,,,,V-neck,Floral,Belt included,S2821C0E0-K11,Knee-length,"23.0 "" (Size S)","44.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","17.5 "" (Size S)",,,,,,,,,,
1079,0.585025829,3837,Selected Femme Curve,SLFIANA DRESS CURVE , Day dress,summer-dresses,54.99,black/white,,,,,"97% polyester, 3% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Cache-coeur,Checked,Belt included,SEW21C00X-Q11,Knee-length,3/4 length,,Regular Fit,,,,,,,,,,,,
1080,0.896541465,5621,WAL G.,TANNI SKATER DRESS , Day dress,summer-dresses,35.99,black,,,Sweat,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,Button,Crew neck,Plain,Bust darts,WG021C0NI-Q11,Short,Sleeveless,"36.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10",,,,,,,,,,,
1081,0.774048073,6063,TFNC,BLAKELY MAXI , Occasion wear,Occasion dresses,54.99,dark green,,,Chiffon,,100% polyester,100% polyester,Hand wash only,,,,Zip,Backless,Plain,"Slip, wired bustier, bow",TF121C0OG-M11,Long,Sleeveless,"60.0 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1082,0.679342056,7353,Needle & Thread,EMILANA SHORT SLEEVE DRESS , Cocktail dress / Party dress,Cocktail Dresses,394.99,pastel pink,,,Tulle,,100% polyester,100% polyester,Dry clean only,,,,Zip,Crew neck,Plain,"Slip, border, embroidery",NT521C0EL-J11,Short,Short,"34.5 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","13.5 "" (Size 8)",,,,,,,,,,
1083,0.278695598,6944,NA-KD,PUFF SLEVE TAILORED DRESS , Cocktail dress / Party dress,Cocktail Dresses,49.99,pastel pink,,,,,"55% polyester, 45% viscose","98% polyester, 2% elastane","Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Square neck,Plain,"Belt included, inseam pockets, bust darts, bow",NAA21C0LX-J11,Short,Short,"33.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1084,0.443217643,1786,edc by Esprit,Day dress,,summer-dresses,,black,,,,,100% viscose,,,,,,,,,,ED121C0WQ-Q11,,,,,,,,,,,,,,,,
1085,0.563093659,3765,ONLY Carmakoma,CARTALLA DRESS , Day dress,summer-dresses,43.99,black,,,,,"52% viscose, 48% polyester",,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Plain,"Belt included, bust darts",ONA21C0GB-Q11,Knee-length,"24.0 "" (Size 16)","43.5 "" (Size 16)",Regular Fit,,"16.5 "" (Size 16)",,,,,,,,,,
1086,0.024264262999999998,3825,Emporio Armani,Day dress,,summer-dresses,264.99,white,,,,,"76% cotton, 18% polyester, 6% elastane",,"Do not tumble dry, machine wash at 30°C",Standing collar,,,Zip,,Plain,"Inseam pockets, embroidery",EA721C009-A11,Short,Elbow length,"32.5 "" (Size 8)",Loose Fit,,,,,,,,,,,,
1087,0.997582803,53,Vero Moda,VMINGE MINI DRESS , Day dress,summer-dresses,30.99,red,,,,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,Bust darts,VE121C38N-G11,Extra short,"21.5 "" (Size S)","33.5 "" (Size S)",Regular Fit,,"14.0 "" (Size S)",,,,,,,,,,
1088,0.52468868,3715,adidas Originals,DRESS , Jersey dress,summer-dresses,37.95,orange,,,,,"93% cotton, 7% elastane",,"Do not tumble dry, machine wash at 30°C, Do not iron",,,,,Crew neck,Plain,,AD121C08F-H11,Extra short,Sleeveless,,Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1089,0.9775094129999999,460,Vila,VILOUISE MODESTY MIDI DRESS , Day dress,summer-dresses,47.99,electric blue,,,Chiffon,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Standing collar,,,Button,,Plain,"Belt included, slip",V1021C2X0-K11,Calf-length,"26.0 "" (Size 10)","49.0 "" (Size 10)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 10","15.5 "" (Size 10)",,,,,,,,,,
1090,0.152122063,7203,Mango,SABRINA , Cocktail dress / Party dress,Cocktail Dresses,49.99,green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C, Dry cleanable",Lapel collar,,,Drawstring fastening,,Plain,,M9121C5GX-M11,Extra short,Long,,Regular Fit,,,,,,,,,,,,
1091,0.797870497,3752,Saint Tropez,AFIA DRESS , Day dress,summer-dresses,49.99,pastel blue,,,,Semi-sheer,100% cotton,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Crew neck,Striped,Crochet Detailing,S2821C0BZ-K11,Calf-length,Extra short,"42.0 "" (Size S)",Loose Fit,,"17.0 "" (Size S)",,,,,,,,,,
1092,0.369963352,7443,Missguided Petite,HALTERNECK MINI DRESS , Cocktail dress / Party dress,Cocktail Dresses,28.99,black,,,Tulle,Semi-sheer,"95% polyester, 5% elastane",,Machine wash at 30°C,,,,,,Plain,,M0V21C0O4-Q11,Extra short,"22.5 "" (Size 8)","31.5 "" (Size 8)",Bodycon,"Our model is 5' 5""  tall and is wearing size 8",,,,,"95% polyester, 5% elastane",,,,,,
1093,0.35979975299999994,5800,Club Monaco,PLEATED DRESS , Day dress,summer-dresses,249.99,black,,,,,100% polyester,100% polyester,"Hand wash only, Dry cleanable",Mandarin collar,,,Zip,,Floral,"Button row, slip",C0K21C06U-I11,Calf-length,"23.0 "" (Size 8)","51.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8","15.0 "" (Size 8)",,,,,,,,,,
1094,0.220354505,6256,Vila,VIDREW DEEP BACK DRESS , Occasion wear,Occasion dresses,54.99,white,,,Lace,Semi-sheer,"92% polyamide, 8% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Backless,Plain,Slip,V1021C2WB-A11,Long,"25.0 "" (Size 8)","58.5 "" (Size 8)",Slim Fit,,,,,,,,,,,,
1095,0.497140036,6647,DKNY,CAPE SHEATH , Cocktail dress / Party dress,Cocktail Dresses,139.99,electric blue,,,,,"94% polyester, 6% elastane",,Dry clean only,,Asymmetrical,,Zip,Crew neck,Plain,Bust darts,DK121C0DD-I11,Extra short,"21.5 "" (Size 8)","35.0 "" (Size 8)",Slim Fit,,,,100% polyester,,,,,,,,
1096,0.8577590209999999,4170,Reebok Classic,Day dress,,summer-dresses,49.95,pastel pink,,,,,100% cotton,,"Do not tumble dry, machine wash at 30°C, Do not iron",Standing collar,,,,Crew neck,Plain,,RE021C00T-I11,Short,Long,,Loose Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1097,0.896436315,3797,SamsÃ¸e SamsÃ¸e,RAMI DRESS , Day dress,summer-dresses,149.99,dark green,,,,,100% viscose,,"Do not tumble dry, Hand wash only",,,,Zip,Crew neck,Print,Inseam pockets,SA321C0FI-T11,Calf-length,"24.0 "" (Size S)","47.0 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","15.5 "" (Size S)",,,,,,,,,,
1098,0.923030035,5780,Superdry,Day dress,,summer-dresses,39.99,black,,,,,100% lyocell,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Off-the-shoulder,Marl,,SU221C0CV-Q11,Extra short,3/4 length,,Normal fit,,,,,,,,,,,,
1099,0.9027301409999999,1495,ONLY Petite,ONLOLIVIA 3/4 MIX DRESS , Day dress,summer-dresses,26.09,black,,,"Lace, Rib",,"65% polyester, 30% viscose, 5% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Plain,Border,OP421C0D6-Q11,Short,"18.5 "" (Size S)","33.0 "" (Size S)",Slim Fit,,,,,,,,,,,,
1100,0.76787481,5592,ONLY,ONLNOVA SARA DRESS , Day dress,summer-dresses,21.99,white,,,,,"97% polyester, 3% elastane",,"Machine wash at 40°C, do not tumble dry, A shrinkage of up to 5% may occur",,,,,Scoop neck,Floral,Bust darts,ON321C2BG-G11,Short,Sleeveless,"39.0 "" (Size 8)",Regular Fit,,"14.0 "" (Size 8)",,,,,,,,,,
1101,0.166972155,1336,DanefÃ¦ KÃ¸benhavn,JULI DRESS , Day dress,summer-dresses,104.99,bright multi-coloured,,,,,"96% cotton, 4% elastane",,,,,,Button,Crew neck,Floral,Inseam pockets,DAI21C00P-I11,Calf-length,Elbow length,"48.5 "" (Size 10)",Loose Fit,,"12.5 "" (Size 10)",,,,,,,,,,
1102,0.8724576159999999,6314,Mascara,Cocktail dress / Party dress,,Occasion dresses,229.99,black,,,Tulle,,100% polyester,100% polyester,Do not tumble dry,,,,Zip,Backless,Plain,"Padded bust, slip, rhinestones",M0921C0DZ-Q11,Long,"Sleeveless, spaghetti straps","61.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1103,0.00606341,3570,kate spade new york,TIERED DRESS , Day dress,summer-dresses,194.99,grey,,,Sweat,,100% cotton,,"Do not tumble dry, machine wash at 30°C",,,,,Crew neck,Marl,,K0521C02R-B11,Knee-length,"19.5 "" (Size S)","34.5 "" (Size S)",Regular Fit,,,,,,,,,,,,
1104,0.9672391109999999,6445,WAL G.,STACEY SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,35.99,electric blue,,,,,"95% polyester, 5% elastane","95% polyester, 5% elastane","Do not tumble dry, machine wash at 30°C",,,,Zip,Off-the-shoulder,Plain,,WG021C0NU-K11,Short,Short,"31.5 "" (Size 10)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1105,0.95320361,4236,Bruuns Bazaar,CHECKA ALLURE DRESS , Day dress,summer-dresses,99.99,pastel blue,,,,,"97% polyester, 3% elastane",,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,,V-neck,Checked,,BR321C095-K11,Knee-length,"17.0 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,,"15.5 "" (Size 8)",,,,,,,,,,
1106,0.441853014,1547,Thought,COLUMBIA ROAD SHIRRED DRESS , Day dress,summer-dresses,139.99,bright multi-coloured,,,,,"70% viscose, 30% lyocell",,"Do not tumble dry, machine wash at 30°C",,,,Zip,V-neck,Floral,Bow,T0Z21C01N-K11,Long,"25.0 "" (Size 8)","53.5 "" (Size 8)",Regular Fit,,"14.0 "" (Size 8)",,,,,,,,,,
1107,0.508831044,1876,Superdry,Day dress,,summer-dresses,38.49,off-white,,,,,"55% linen, 45% viscose",,"Do not bleach, do not tumble dry",,,,,Backless,,Embroidery,SU221C0O2-A11,Calf-length,Sleeveless,,Regular Fit,,,,,,,,"55% linen, 45% viscose",,,,
1108,0.591316533,7108,byTiMo,PLISSE DRESS , Cocktail dress / Party dress,Cocktail Dresses,279.99,navy,,,,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Zip,Low-cut v-neck,Plain,Slip,BYH21C01K-K11,Knee-length,"24.5 "" (Size S)","35.5 "" (Size S)",Slim Fit,,"12.5 "" (Size S)",,,,,,,,,,
1109,0.324685573,6933,Alice + Olivia,ISSA PUFF DRESS , Cocktail dress / Party dress,Cocktail Dresses,400.0,black,,,Knit,,"57% wool, 37% polyester, 6% elastane",,Dry clean only,Standing collar,,,Zip,,Marl,Shoulder pads,A2N21C00P-J11,Short,"27.0 "" (Size S)","35.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1110,0.422342001,5433,Superdry,STRAP BACK  , Shift dress,summer-dresses,34.99,bordeaux,,,,,"58% modal, 42% polyester",,"Do not bleach, do not tumble dry",,,,,,Plain,,SU221C0NG-G11,Long,Sleeveless,,,,,,,,,,,,,,
1111,0.253597118,6745,MICHAEL Michael Kors,VINE CHAIN , Cocktail dress / Party dress,Cocktail Dresses,234.99,green,,,,,100% polyester,100% polyester,"Dry cleanable, Do not wash",,,,Hook fastening ,Crew neck,Floral,Slip,MK121C0KV-Q11,Calf-length,Spaghetti straps,"52.5 "" (Size S)",Regular Fit,,"14.0 "" (Size S)",,,,,,,,,,
1112,0.624755094,7421,Swing,Cocktail dress / Party dress,,Cocktail Dresses,129.99,navy,,,Lace,,100% polyester,"97% polyester, 3% elastane",,,,,Zip,Crew neck,Plain,"Belt included, slip, wired bustier",SG721C059-K11,Short,"18.5 "" (Size 10)","36.0 "" (Size 10)",Fitted waist,"Our model is 5' 11""  tall and is wearing size 10",,,"94% polyamide, 6% elastane",,,,,,,,
1113,0.9455525340000001,7233,VILA PETITE,VIMILINA HALTERNECK DRESS , Cocktail dress / Party dress,Cocktail Dresses,34.99,navy,,,Chiffon,,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C",,,,Zip,Crew neck,Plain,Slip,VIP21C01P-K11,Short,Spaghetti straps,"35.0 "" (Size 8)",Slim Fit,,,,,,,,,,,,
1114,0.167671535,5490,Superdry,TONAL CITY  , Shift dress,summer-dresses,30.0,red,,,,,100% cotton,,"Do not tumble dry, Do not iron, Do not bleach",Hood,,,,,Plain,,SU221C0OG-G11,Thigh-length,Long,,Regular Fit,,,,,,,,100% cotton,,,,
1115,0.40890863,7517,ONLY,ONLINC FENJA DRESS , Day dress,Cocktail Dresses,21.99,pastel blue,,,Rib,,"95% cotton, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Crew neck,Floral,,ON321C2QJ-K11,Short,Sleeveless,"34.5 "" (Size S)",Bodycon,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1116,0.577070464,605,Vero Moda,VMHENNA WRAP FRILL DRESS , Day dress,summer-dresses,30.99,red,,,,,100% polyester,,"Do not tumble dry, machine wash at 30°C",,,,Laces,Cache-coeur,Polka dot,Bust darts,VE121C2RA-G11,Short,Short,"37.5 "" (Size S)",Regular Fit,"Our model is 5' 9""  tall and is wearing size S","14.5 "" (Size S)",,,,,,,,,,
1117,0.250202214,6953,David Koma,BUCKLE PENCIL DRESS , Cocktail dress / Party dress,Cocktail Dresses,650.0,black,,,Jersey,,"95% polyester, 5% elastane",,Dry clean only,,,,Zip,Scoop neck,Plain,,D0T21C00I-Q11,Calf-length,Sleeveless,"52.5 "" (Size 8)",Slim Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1118,0.836912058,1945,Superdry,Day dress,,summer-dresses,54.99,electric blue,,,,,100% viscose,,"Do not bleach, do not tumble dry",Standing collar,,,,,Floral,,SU221C0OS-K11,Thigh-length,Long,,Regular Fit,,,,,,,,,,,,
1119,0.799429471,4445,SUMMERY Copenhagen,SUNNI WRAP DRESS , Day dress,summer-dresses,164.99,pastel purple,,,,,100% cotton,,,,,,Belt,Cache-coeur,Checked,,CEC21C044-I11,Knee-length,Elbow length,"40.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S","12.5 "" (Size S)",,,,,,,,,,
1120,0.664997434,6684,YAS,YASWESLA MAXI DRESS , Cocktail dress / Party dress,Cocktail Dresses,139.99,white,,,,,100% polyester,100% polyester,"Do not tumble dry, Do not wash",,,,Zip,Crew neck,Plain,Rhinestones,Y0121C1SM-A11,Long,Short,"64.0 "" (Size S)",Regular Fit,,"15.5 "" (Size S)",,,,,,,,,,
1121,0.712635384,3213,DKNY,FOUNDATION LOGO DRESS , Day dress,summer-dresses,89.99,white,,,Sweat,Semi-sheer,"60% cotton, 40% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",,,,,Crew neck,Print,,DK121C09S-A11,Knee-length,Extra short,"37.0 "" (Size S)",Regular Fit,"Our model is 5' 10""  tall and is wearing size S",,,,,,,,,,,
1122,0.001589921,4159,Lounge Nine,ANDY DRESS , Day dress,summer-dresses,79.99,white,,,Rib,,"71% polyester, 25% viscose, 4% elastane",,"Do not tumble dry, machine wash at 30°C",,,,,Crew neck,Plain,,L1R21C01E-B11,Knee-length,Elbow length,"37.0 "" (Size M)",Loose Fit,"Our model is 5' 9""  tall and is wearing size M",,,,,,,,,,,
1123,0.016873025,7426,Ted Baker,LICIOUS MAGNIFICENT BARDOT DRESS , Cocktail dress / Party dress,Cocktail Dresses,239.99,white multi-coloured,100% polyester,,Jersey,,"66% viscose, 29% polyamide, 5% elastane",100% polyamide,"Do not tumble dry, machine wash at 30°C",,,,Zip,Cache-coeur,Floral,"Bust darts, slip",TE421C0ED-M11,Knee-length,Extra short,"34.5 "" (Size 10)",Fitted waist,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1124,0.064424601,3195,Fabienne Chapot,NOA DRESS , Day dress,summer-dresses,189.99,purple,,,Satin,,"97% viscose, 3% elastane",,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",Turn-down collar,,,Button,,Floral,Belt included,FAH21C039-I11,Calf-length,"24.0 "" (Size 8)","48.0 "" (Size 8)",Regular Fit,"Our model is 5' 9""  tall and is wearing size 8","14.5 "" (Size 8)",,,,,,,,,,
1125,0.794489566,2644,edc by Esprit,COO  , Day dress,summer-dresses,39.0,brown,,,Sweat,,100% cotton,,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle, Do not bleach",,,,,Crew neck,Plain,,ED121C0V7-O11,Short,Extra long,,Loose Fit,,,,,,,,,,,,
1126,0.950385778,3018,Vero Moda,VMHBEATRIX TAPE SHORT DRESS , Day dress,summer-dresses,32.99,pastel green,,,,,100% viscose,,"Do not tumble dry, machine wash at 30°C",,,,,Low-cut v-neck,Plain,"Elasticated waist, bust darts, Crochet Detailing",VE121C38L-O11,Short,"20.0 "" (Size S)","32.5 "" (Size S)",Regular Fit,,"13.0 "" (Size S)",,,,,,,,,,
1127,0.918903076,3961,Pinko,LORETO DRESS , Day dress,summer-dresses,264.99,black,,,Sweat,,100% cotton,,Hand wash only,,,,,Crew neck,,"Elasticated waist, rhinestones",P6921C0C1-Q11,Extra short,"27.0 "" (Size S)","30.5 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S",,,,,,,,,,,
1128,0.34963414200000004,826,Monki,Day dress,,summer-dresses,26.0,pink,,,,Semi-sheer,100% cotton,,Machine wash at 40°C,,,,,Backless,Plain,,MOQ21C0C0-J11,Calf-length,Short,"46.0 "" (Size S)",Loose Fit,"Our model is 5' 9""  tall and is wearing size S","13.5 "" (Size S)",,,,,,,,,,
1129,0.787337372,1183,IN THE STYLE,JAC JOSSA LONG SLEEVE DRESS , Day dress,summer-dresses,48.99,black/red,,,,,100% polyester,,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Button,Low-cut v-neck,Floral,,I0421C016-Q11,Calf-length,"27.0 "" (Size 8)","46.0 "" (Size 8)",Regular Fit,,"12.0 "" (Size 8)",,,,,,,,,,
1130,0.9886150840000001,1665,GAP,HOODIE  , Day dress,summer-dresses,54.99,bordeaux,,,Sweat,,"77% cotton, 23% polyester",,"Machine wash at 30°C, Machine wash on gentle cycle",Hood,,,,,Plain,"Inseam pockets, embroidery",GP021C0KI-G11,Short,"25.0 "" (Size S)","34.5 "" (Size S)",,,,,,,,,,,,,
1131,0.933184074,370,Derhy,AJACCIO ROBE , Day dress,summer-dresses,84.99,multi-coloured,,,,,100% viscose,100% cotton,"Do not tumble dry, Hand wash only",,,,Button,Low-cut v-neck,Floral,"Bust darts, slip",RD521C0M6-I11,Thigh-length,Sleeveless,"46.0 "" (Size S)",Loose Fit,"Our model is 5' 10""  tall and is wearing size S","13.0 "" (Size S)",,,,,,,,,,
1132,0.464692857,3562,Never Fully Dressed Petite,CEDAR WRAP DRESS , Day dress,summer-dresses,99.99,multi-coloured,,,,,100% cotton,,"Machine wash at 40°C, do not tumble dry, Machine wash on gentle cycle",,,,Laces,Cache-coeur,Floral,,NEZ21C019-Q11,Calf-length,"22.0 "" (Size 8)","45.5 "" (Size 8)",Regular Fit,"Our model is 5' 4""  tall and is wearing size 8","14.0 "" (Size 8)",,,,,,,,,,
1133,0.9092965470000001,6493,WAL G.,VANYA ONE SHOULDER SKATER DRESS , Cocktail dress / Party dress,Cocktail Dresses,38.99,navy,,,,,"95% polyester, 5% elastane",,"Do not tumble dry, machine wash at 30°C",,,,Zip,Backless,Plain,Border,WG021C0QZ-K11,Short,"Strapless, sleeveless","35.0 "" (Size 10)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 10",,,,,,,,,,,
1134,0.630907766,7221,TFNC,SHANY DRESS , Cocktail dress / Party dress,Cocktail Dresses,37.99,electric blue,,,Velvet/velour,,"96% polyester, 4% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C",,Asymmetrical,,Zip,,Plain,Bow,TF121C0MP-P11,Extra short,"Strapless, sleeveless","31.5 "" (Size 10)",Slim Fit,,,,,,,,,,,,
1135,0.42349507,6116,Maya Deluxe,RUFFLE DETAIL PREMIUM DRESS , Occasion wear,Occasion dresses,244.99,pastel pink,,,Tulle,,100% polyester,100% polyester,"Do not tumble dry, Do not wash",,,,,Low-cut v-neck,,Sequins,M2Z21C09F-J11,Long,"24.5 "" (Size 8)","59.0 "" (Size 8)",Regular Fit,"Our model is 5' 10""  tall and is wearing size 8",,,,,,,,,,,
1136,0.050904183,588,Pieces Petite,PCHEMBER  , Day dress,summer-dresses,30.99,black multi-coloured,,,Chiffon,,100% polyester,,"Do not tumble dry, machine wash at 30°C, A shrinkage of up to 5% may occur",Turn-down collar,,,Button,,Floral,"Belt included, bust darts",PIT21C04B-K11,Knee-length,"22.5 "" (Size XS)","40.5 "" (Size XS)",Regular Fit,,"14.0 "" (Size XS)",,,,,,,,,,
1137,0.499456522,793,Esprit Collection,MIT SCHLUPPE , Day dress,summer-dresses,49.99,black/white,,,Chiffon,,100% polyester,100% polyester,,,,,,V-neck,Print,,ES421C1K9-O11,Knee-length,"25.0 "" (Size 8)","39.5 "" (Size 8)",Regular Fit,,,,,,,,,,,,
1138,0.058989735,5838,Superdry,Day dress,,summer-dresses,59.99,grey,,,Sweat,,"59% cotton, 41% polyester",,"Do not bleach, do not tumble dry",Hood,,,,,Print,Inseam pockets,SU221C0OZ-A11,Short,Extra long,,Regular Fit,,,,,,,,"59% cotton, 41% polyester",,,,
1139,0.282692564,478,ONLY Petite,ONLPELLA SLIP DRESS , Day dress,summer-dresses,23.99,black/white,,,Jersey,,"99% polyester, 1% elastane",100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,,Low-cut v-neck,Polka dot,Slip,OP421C0DF-Q11,Calf-length,Spaghetti straps,"42.0 "" (Size S)",Loose Fit,,,,,,,,,,,,
1140,0.09655022699999999,2667,Vila,VIFALIAS SHORT DRESS , Day dress,summer-dresses,34.99,navy,,,Chiffon,Semi-sheer,100% polyester,100% polyester,"Do not tumble dry, machine wash at 30°C, Machine wash on gentle cycle",,,,Laces,V-neck,Floral,"Bust darts, slip",V1021C2Y2-K11,Knee-length,"24.0 "" (Size 8)","38.0 "" (Size 8)",Loose Fit,"Our model is 5' 10""  tall and is wearing size 8","14.5 "" (Size 8)",,,,,,,,,,
